"massflow","Normals:0","Normals:1","Normals:2","Theta","U1:0","U1:1","U1:2","U1Mean:0","U1Mean:1","U1Mean:2","U2:0","U2:1","U2:2","U2Mean:0","U2Mean:1","U2Mean:2","alpha0","alpha1","alpha1Mean","epsilon","k","magU1Mean","p","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
83.3,6.1767e-08,-0.00015271,0,,,,,-5.0255e-08,-0.00025414,0,-2.4768e-08,-5.1732e-05,0,7.5766e-08,-0.0003053,0,,,0.00034888,0.00031014,0.008,0.0008,0.049001,1,0.2,5.294e-19,0,0.005
90.536,-6.3188e-08,-0.00015981,0,,,,,-6.7943e-08,-0.00025876,0,-2.8022e-08,-5.541e-05,0,-5.7354e-08,-0.00031963,0,,,0.00035047,0.00031373,0.008,0.0008,0.049001,1,0.22,5.294e-19,0,0.005
97.219,-1.473e-07,-0.00016615,0,,,,,-6.7837e-08,-0.00026324,0,-3.064e-08,-5.8777e-05,0,-1.4679e-07,-0.00033383,0,,,0.00035112,0.0003168,0.008,0.0008,0.049001,1,0.24,5.294e-19,0,0.005
103.31,-1.1902e-07,-0.00017046,0,,,,,-9.3982e-08,-0.00026684,0,-3.512e-08,-6.1817e-05,0,-1.0862e-07,-0.00034491,0,,,0.00035061,0.00031939,0.008,0.0008,0.049001,1,0.26,5.294e-19,0,0.005
108.66,5.2947e-07,-0.00017492,0,,,,,-8.443e-07,-0.00027122,0,-4.9168e-08,-6.4442e-05,0,9.5245e-07,-0.00035905,0,,,0.00034736,0.00032149,0.008,0.0008,0.049001,1,0.28,5.294e-19,0,0.005
113.41,-8.0397e-07,-0.00017749,0,,,,,-9.4776e-07,-0.00027459,0,-8.3322e-08,-6.6744e-05,0,-6.7003e-07,-0.00036528,0,,,0.00034356,0.00032307,0.008,0.0008,0.049001,1,0.3,5.294e-19,0,0.005
117.64,4.2938e-07,-0.00017919,0,,,,,-3.4264e-07,-0.0002802,0,-1.1182e-07,-6.8776e-05,0,5.072e-07,-0.00037052,0,,,0.00034163,0.00032428,0.008,0.0008,0.049001,1,0.32,5.294e-19,0,0.005
121.49,1.1609e-07,-0.00018145,0,,,,,-9.4732e-08,-0.00028246,0,-1.1997e-07,-7.0608e-05,0,1.1861e-07,-0.000376,0,,,0.00034096,0.00032528,0.008,0.0008,0.049007,1,0.34,5.294e-19,0,0.005
124.93,2.524e-06,-0.00018249,0,,,,,5.0258e-07,-0.00028694,0,-1.3392e-07,-7.2236e-05,0,2.7306e-06,-0.00038322,0,,,0.00034322,0.00032621,0.008,0.0008,0.049001,1,0.36,5.294e-19,0,0.005
127.93,9.228e-07,-0.00018194,0,,,,,7.6764e-07,-0.00027941,0,-9.0461e-08,-7.3633e-05,0,9.2766e-07,-0.00038438,0,,,0.00034264,0.00032692,0.008,0.0008,0.049004,1,0.38,5.294e-19,0,0.005
130.57,-3.4784e-07,-0.00018196,0,,,,,-1.8876e-07,-0.00028013,0,-5.6644e-08,-7.4842e-05,0,-2.7841e-07,-0.00038355,0,,,0.00034154,0.00032758,0.008,0.0008,0.0491,1,0.4,5.294e-19,0,0.005
133.06,-9.9184e-06,-0.00018276,0,,,,,-7.1698e-06,-0.0002806,0,-1.2815e-07,-7.5986e-05,0,-9.2245e-06,-0.0003865,0,,,0.00034237,0.00032829,0.008,0.0008,0.049006,1,0.42,5.294e-19,0,0.005
135.41,2.1259e-06,-0.00018357,0,,,,,3.4589e-06,-0.00028438,0,-1.9173e-07,-7.7067e-05,0,1.444e-06,-0.00038715,0,,,0.00033928,0.00032893,0.008,0.0008,0.049003,1,0.44,5.294e-19,0,0.005
137.45,-3.0091e-06,-0.00018247,0,,,,,3.8442e-06,-0.00028226,0,-4.645e-08,-7.7992e-05,0,-4.431e-06,-0.00038731,0,,,0.00033738,0.00032941,0.008,0.0008,0.049002,1,0.46,5.294e-19,0,0.005
139.21,-3.258e-06,-0.00018147,0,,,,,3.5246e-06,-0.00028302,0,-9.4516e-08,-7.8767e-05,0,-4.7618e-06,-0.00038649,0,,,0.00033641,0.00032981,0.008,0.0008,0.049002,1,0.48,5.294e-19,0,0.005
140.77,1.5313e-05,-0.00018036,0,,,,,7.8016e-06,-0.00028227,0,-8.7764e-08,-7.9451e-05,0,1.4839e-05,-0.00038462,0,,,0.00033768,0.00033017,0.008,0.0008,0.049001,1,0.5,5.294e-19,0,0.005
142.17,1.2601e-05,-0.00017943,0,,,,,3.5098e-06,-0.00027822,0,-1.4165e-07,-8.005e-05,0,1.3401e-05,-0.00038194,0,,,0.00033991,0.00033049,0.008,0.0008,0.049002,1,0.52,5.294e-19,0,0.005
143.46,5.8828e-06,-0.00017851,0,,,,,2.0299e-06,-0.00028179,0,-1.9489e-07,-8.0602e-05,0,6.3739e-06,-0.00038251,0,,,0.00033992,0.00033081,0.008,0.0008,0.049002,1,0.54,5.294e-19,0,0.005
144.58,-1.7756e-05,-0.00017683,0,,,,,-1.0394e-05,-0.00027634,0,-1.4185e-08,-8.1069e-05,0,-1.7481e-05,-0.00037947,0,,,0.00033905,0.00033108,0.008,0.0008,0.049021,1,0.56,5.294e-19,0,0.005
145.58,-1.5513e-05,-0.000176,0,,,,,-5.1858e-06,-0.00027621,0,-8.3815e-09,-8.1476e-05,0,-1.6118e-05,-0.00037608,0,,,0.00033803,0.00033136,0.008,0.0008,0.049005,1,0.58,5.294e-19,0,0.005
146.49,5.1451e-06,-0.00017499,0,,,,,8.934e-06,-0.00027946,0,1.0196e-07,-8.1847e-05,0,3.2618e-06,-0.00037578,0,,,0.00033814,0.0003316,0.008,0.0008,0.049034,1,0.6,5.294e-19,0,0.005
147.31,1.1008e-05,-0.00017406,0,,,,,9.2882e-06,-0.00027668,0,2.1318e-08,-8.2172e-05,0,9.9025e-06,-0.0003732,0,,,0.00033896,0.00033183,0.008,0.0008,0.049001,1,0.62,5.294e-19,0,0.005
148.07,1.7047e-05,-0.00017322,0,,,,,5.5175e-06,-0.00027679,0,-3.485e-08,-8.2473e-05,0,1.7738e-05,-0.00037066,0,,,0.00033805,0.00033204,0.008,0.0008,0.04901,1,0.64,5.294e-19,0,0.005
148.74,-1.2706e-05,-0.00017213,0,,,,,-1.2885e-05,-0.00027567,0,3.565e-08,-8.2726e-05,0,-1.0994e-05,-0.00036984,0,,,0.00033891,0.00033224,0.008,0.0008,0.049002,1,0.66,5.294e-19,0,0.005
149.35,-1.3942e-05,-0.00017146,0,,,,,-3.179e-06,-0.00027493,0,1.0053e-07,-8.2957e-05,0,-1.4787e-05,-0.00036642,0,,,0.0003394,0.00033244,0.008,0.0008,0.049013,1,0.68,5.294e-19,0,0.005
149.89,7.8189e-06,-0.00017033,0,,,,,9.6169e-06,-0.00027418,0,1.7113e-07,-8.3155e-05,0,6.1244e-06,-0.00036572,0,,,0.00033904,0.0003326,0.008,0.0008,0.049058,1,0.7,5.294e-19,0,0.005
150.4,1.1122e-05,-0.00016955,0,,,,,-2.4311e-06,-0.00027426,0,-4.4261e-08,-8.3338e-05,0,1.2892e-05,-0.00036267,0,,,0.00033972,0.0003328,0.008,0.0008,0.049001,1,0.72,5.294e-19,0,0.005
150.89,1.3441e-06,-0.00016868,0,,,,,5.6583e-06,-0.00027481,0,1.3931e-07,-8.3519e-05,0,3.0541e-07,-0.00036092,0,,,0.0003412,0.00033302,0.008,0.0008,0.049005,1,0.74,5.294e-19,0,0.005
151.32,1.2792e-05,-0.0001672,0,,,,,8.3484e-06,-0.00027483,0,1.6615e-07,-8.3667e-05,0,1.1853e-05,-0.00035827,0,,,0.00033777,0.00033316,0.008,0.0008,0.049003,1,0.76,5.294e-19,0,0.005
151.69,-7.1072e-07,-0.00016595,0,,,,,-7.383e-06,-0.00027202,0,-4.7352e-08,-8.3789e-05,0,1.1225e-06,-0.00035377,0,,,0.00033818,0.00033329,0.008,0.0008,0.049044,1,0.78,5.294e-19,0,0.005
152.06,2.1202e-05,-0.00016623,0,,,,,1.4695e-05,-0.00027027,0,9.8445e-08,-8.3916e-05,0,2.0575e-05,-0.00035201,0,,,0.00034278,0.00033348,0.008,0.0008,0.049002,1,0.8,5.294e-19,0,0.005
152.48,2.2861e-05,-0.00016592,0,,,,,1.9323e-05,-0.00028131,0,5.0843e-07,-8.407e-05,0,2.1664e-05,-0.00035221,0,,,0.00033386,0.00033359,0.008,0.0008,0.048526,1,0.82,5.294e-19,0,0.005
152.83,2.1612e-05,-0.00016542,0,,,,,2.0393e-05,-0.00028013,0,8.5829e-07,-8.4194e-05,0,2.0598e-05,-0.00035142,0,,,0.00033315,0.00033357,0.008,0.0008,0.048521,1,0.84,5.294e-19,0,0.005
153.18,3.3789e-05,-0.00016562,0,,,,,3.4719e-05,-0.0002765,0,1.4602e-06,-8.4321e-05,0,3.1933e-05,-0.0003494,0,,,0.00033769,0.00033362,0.008,0.0008,0.048517,1,0.86,5.294e-19,0,0.005
153.53,2.9945e-05,-0.00016513,0,,,,,3.2267e-05,-0.00027755,0,2.1267e-06,-8.4449e-05,0,2.8093e-05,-0.0003489,0,,,0.00033553,0.00033366,0.008,0.0008,0.048505,1,0.88,5.294e-19,0,0.005
153.86,1.906e-05,-0.00016439,0,,,,,2.5981e-05,-0.00027853,0,2.6684e-06,-8.4565e-05,0,1.733e-05,-0.00034663,0,,,0.00033445,0.00033367,0.008,0.0008,0.048404,1,0.9,5.294e-19,0,0.005
154.15,2.9549e-05,-0.00016301,0,,,,,2.8116e-05,-0.00027761,0,3.1128e-06,-8.4668e-05,0,2.8515e-05,-0.00034478,0,,,0.00033421,0.00033366,0.008,0.0008,0.048514,1,0.92,5.294e-19,0,0.005
154.43,2.4173e-05,-0.00016255,0,,,,,3.2038e-05,-0.00027921,0,3.7462e-06,-8.4761e-05,0,2.1417e-05,-0.00034264,0,,,0.00033584,0.0003337,0.008,0.0008,0.048516,1,0.94,5.294e-19,0,0.005
154.69,1.7769e-05,-0.00016237,0,,,,,2.4373e-05,-0.00028229,0,4.2172e-06,-8.4852e-05,0,1.5501e-05,-0.0003415,0,,,0.00033269,0.00033369,0.008,0.0008,0.048043,1,0.96,5.294e-19,0,0.005
154.94,-3.8821e-06,-0.00016184,0,,,,,6.7273e-06,-0.00028643,0,4.4013e-06,-8.4935e-05,0,-3.772e-06,-0.00034176,0,,,0.00032881,0.00033363,0.008,0.0008,0.048022,1,0.98,5.294e-19,0,0.005
155.16,1.2954e-06,-0.00016134,0,,,,,6.2754e-06,-0.00028628,0,4.439e-06,-8.5008e-05,0,1.3735e-06,-0.00034019,0,,,0.00032883,0.00033353,0.008,0.0008,0.048022,1,1,5.294e-19,0,0.005
155.36,4.18e-07,-0.00015998,0,,,,,5.8818e-06,-0.00028408,0,4.4572e-06,-8.5071e-05,0,2.4535e-07,-0.00033651,0,,,0.00032872,0.00033343,0.008,0.0008,0.048013,1,1.02,5.294e-19,0,0.005
155.56,-2.7564e-06,-0.00015877,0,,,,,1.7488e-06,-0.00028286,0,4.4372e-06,-8.513e-05,0,-2.7067e-06,-0.00033299,0,,,0.00032882,0.00033333,0.008,0.0008,0.048011,1,1.04,5.294e-19,0,0.005
155.73,1.8474e-07,-0.00015875,0,,,,,1.1204e-06,-0.00028424,0,4.3905e-06,-8.5183e-05,0,2.2962e-07,-0.00033304,0,,,0.00032806,0.00033324,0.008,0.0008,0.048006,1,1.06,5.294e-19,0,0.005
155.89,-2.8064e-06,-0.00015852,0,,,,,-1.8195e-08,-0.00028549,0,4.3189e-06,-8.5226e-05,0,-2.8299e-06,-0.00033325,0,,,0.00032797,0.00033315,0.008,0.0008,0.048009,1,1.08,5.294e-19,0,0.005
156.03,-1.4583e-06,-0.00015764,0,,,,,-1.7828e-06,-0.00028046,0,4.22e-06,-8.5264e-05,0,-1.1587e-06,-0.00033038,0,,,0.00033012,0.00033307,0.008,0.0008,0.048029,1,1.1,5.294e-19,0,0.005
156.16,-1.1385e-06,-0.00015622,0,,,,,2.2668e-06,-0.00028292,0,4.1995e-06,-8.5295e-05,0,-1.4517e-06,-0.00032803,0,,,0.00032815,0.00033301,0.008,0.0008,0.048007,1,1.12,5.294e-19,0,0.005
156.27,9.4285e-07,-0.00015518,0,,,,,8.1993e-07,-0.00028203,0,4.1767e-06,-8.5316e-05,0,8.2865e-07,-0.00032564,0,,,0.00032771,0.00033293,0.008,0.0008,0.048009,1,1.14,5.294e-19,0,0.005
156.35,1.0301e-06,-0.00015524,0,,,,,2.1395e-06,-0.0002831,0,4.1417e-06,-8.5322e-05,0,8.322e-07,-0.00032541,0,,,0.00032889,0.00033286,0.008,0.0008,0.048012,1,1.16,5.294e-19,0,0.005
156.44,-2.7813e-06,-0.00015494,0,,,,,-1.947e-06,-0.00028159,0,4.0569e-06,-8.5336e-05,0,-2.7768e-06,-0.00032495,0,,,0.0003292,0.00033279,0.008,0.0008,0.048015,1,1.18,5.294e-19,0,0.005
156.49,-1.3579e-06,-0.00015281,0,,,,,-2.6577e-06,-0.00027871,0,3.9598e-06,-8.533e-05,0,-1.1663e-06,-0.00032144,0,,,0.00032899,0.00033271,0.008,0.0008,0.048014,1,1.2,5.294e-19,0,0.005
156.52,-3.1795e-06,-0.00015177,0,,,,,-2.3593e-06,-0.00027674,0,3.8424e-06,-8.5313e-05,0,-3.047e-06,-0.00031808,0,,,0.00032907,0.00033264,0.008,0.0008,0.048012,1,1.22,5.294e-19,0,0.005
156.56,7.7697e-07,-0.0001525,0,,,,,-1.725e-06,-0.00028138,0,3.6696e-06,-8.5304e-05,0,9.8034e-07,-0.00031841,0,,,0.00032872,0.0003326,0.008,0.0008,0.048006,1,1.24,5.294e-19,0,0.005
156.6,-4.5758e-06,-0.0001516,0,,,,,-5.0765e-06,-0.00027849,0,3.6176e-06,-8.5295e-05,0,-4.2644e-06,-0.00031699,0,,,0.00032763,0.00033253,0.008,0.0008,0.048002,1,1.26,5.294e-19,0,0.005
156.62,1.6353e-07,-0.0001497,0,,,,,-3.0147e-06,-0.00027921,0,3.4687e-06,-8.5278e-05,0,5.4027e-07,-0.00031342,0,,,0.00032952,0.00033249,0.008,0.0008,0.048011,1,1.28,5.294e-19,0,0.005
156.61,-4.3237e-07,-0.00014905,0,,,,,-2.141e-06,-0.00027737,0,3.3878e-06,-8.5245e-05,0,1.7425e-08,-0.00031262,0,,,0.00032867,0.00033242,0.008,0.0008,0.04801,1,1.3,5.294e-19,0,0.005
156.58,-7.6672e-06,-0.00014878,0,,,,,-8.7439e-06,-0.00027364,0,3.2577e-06,-8.52e-05,0,-6.8127e-06,-0.00031217,0,,,0.00033013,0.00033237,0.008,0.0008,0.048002,1,1.32,5.294e-19,0,0.005
156.55,2.6367e-06,-0.00014773,0,,,,,2.4032e-06,-0.00027853,0,3.1622e-06,-8.5161e-05,0,2.6032e-06,-0.00030927,0,,,0.00032802,0.00033233,0.008,0.0008,0.048016,1,1.34,5.294e-19,0,0.005
156.53,-5.9369e-06,-0.00014671,0,,,,,-6.2183e-06,-0.0002749,0,3.1034e-06,-8.5124e-05,0,-5.5106e-06,-0.00030577,0,,,0.00032955,0.00033227,0.008,0.0008,0.048008,1,1.36,5.294e-19,0,0.005
156.51,3.9612e-06,-0.00014689,0,,,,,3.8487e-06,-0.00027724,0,3.0121e-06,-8.5085e-05,0,3.7684e-06,-0.00030637,0,,,0.00032742,0.00033222,0.008,0.0008,0.048007,1,1.38,5.294e-19,0,0.005
156.46,6.0665e-07,-0.0001458,0,,,,,3.6039e-07,-0.0002764,0,2.9999e-06,-8.5034e-05,0,5.3627e-07,-0.00030644,0,,,0.00032792,0.00033217,0.008,0.0008,0.048005,1,1.4,5.294e-19,0,0.005
156.38,1.8651e-06,-0.00014356,0,,,,,2.5388e-06,-0.00027589,0,2.9748e-06,-8.4971e-05,0,1.7158e-06,-0.00030077,0,,,0.0003284,0.00033212,0.008,0.0008,0.048005,1,1.42,5.294e-19,0,0.005
156.3,1.4937e-06,-0.00014345,0,,,,,-1.7443e-07,-0.00027452,0,2.9348e-06,-8.4904e-05,0,1.6376e-06,-0.00030039,0,,,0.00032842,0.00033207,0.008,0.0008,0.048009,1,1.44,5.294e-19,0,0.005
156.2,-3.6268e-06,-0.00014285,0,,,,,-2.1116e-06,-0.0002709,0,2.862e-06,-8.483e-05,0,-3.5464e-06,-0.00029933,0,,,0.00032978,0.00033202,0.008,0.0008,0.048014,1,1.46,5.294e-19,0,0.005
156.11,2.447e-07,-0.00014159,0,,,,,-1.149e-06,-0.00027337,0,2.8261e-06,-8.4756e-05,0,2.5696e-07,-0.00029649,0,,,0.00032815,0.00033198,0.008,0.0008,0.048002,1,1.48,5.294e-19,0,0.005
156.01,-1.7014e-06,-0.00014068,0,,,,,1.5031e-08,-0.00027169,0,2.7932e-06,-8.4682e-05,0,-1.9458e-06,-0.00029405,0,,,0.00032882,0.00033193,0.008,0.0008,0.048006,1,1.5,5.294e-19,0,0.005
155.9,4.8745e-06,-0.00014062,0,,,,,1.0884e-06,-0.00027105,0,2.7803e-06,-8.4602e-05,0,4.7738e-06,-0.00029323,0,,,0.00032842,0.00033188,0.008,0.0008,0.048005,1,1.52,5.294e-19,0,0.005
155.78,-3.7401e-06,-0.00013963,0,,,,,-3.2013e-06,-0.0002714,0,2.7596e-06,-8.4521e-05,0,-3.435e-06,-0.00029223,0,,,0.0003278,0.00033184,0.008,0.0008,0.048008,1,1.54,5.294e-19,0,0.005
155.66,-1.706e-06,-0.00013784,0,,,,,-1.6369e-06,-0.00027224,0,2.7286e-06,-8.4434e-05,0,-1.3261e-06,-0.00028851,0,,,0.00032797,0.0003318,0.008,0.0008,0.048005,1,1.56,5.294e-19,0,0.005
155.52,2.797e-08,-0.00013788,0,,,,,7.29e-07,-0.00027167,0,2.7093e-06,-8.434e-05,0,8.5044e-08,-0.00028911,0,,,0.00032904,0.00033176,0.008,0.0008,0.04801,1,1.58,5.294e-19,0,0.005
155.37,-1.0876e-06,-0.00013687,0,,,,,-2.9544e-07,-0.00026955,0,2.6826e-06,-8.4244e-05,0,-8.9266e-07,-0.00028734,0,,,0.00032909,0.00033172,0.008,0.0008,0.048004,1,1.6,5.294e-19,0,0.005
155.22,2.0853e-06,-0.00013505,0,,,,,-1.2243e-06,-0.00026672,0,2.6557e-06,-8.4147e-05,0,2.4025e-06,-0.0002818,0,,,0.00032889,0.00033168,0.008,0.0008,0.048005,1,1.62,5.294e-19,0,0.005
155.07,-2.7046e-06,-0.00013519,0,,,,,-1.313e-06,-0.00026776,0,2.6255e-06,-8.4047e-05,0,-2.3612e-06,-0.00028222,0,,,0.00032815,0.00033164,0.008,0.0008,0.04801,1,1.64,5.294e-19,0,0.005
154.91,2.027e-06,-0.00013449,0,,,,,-6.5138e-08,-0.00026943,0,2.5959e-06,-8.3944e-05,0,2.229e-06,-0.00028148,0,,,0.00032763,0.0003316,0.008,0.0008,0.048009,1,1.66,5.294e-19,0,0.005
154.74,1.4689e-06,-0.00013276,0,,,,,2.2366e-06,-0.00026931,0,2.5725e-06,-8.3839e-05,0,1.3691e-06,-0.00027783,0,,,0.00032827,0.00033156,0.008,0.0008,0.048002,1,1.68,5.294e-19,0,0.005
154.57,-9.1208e-07,-0.00013276,0,,,,,9.2941e-07,-0.00026813,0,2.5433e-06,-8.373e-05,0,-1.0051e-06,-0.00027843,0,,,0.00032911,0.00033153,0.008,0.0008,0.048007,1,1.7,5.294e-19,0,0.005
154.39,7.7711e-07,-0.00013193,0,,,,,1.042e-07,-0.00026454,0,2.5131e-06,-8.3619e-05,0,9.4798e-07,-0.00027621,0,,,0.0003292,0.00033149,0.008,0.0008,0.048005,1,1.72,5.294e-19,0,0.005
154.2,-1.4945e-06,-0.00013005,0,,,,,-2.6781e-08,-0.00026434,0,2.4832e-06,-8.3506e-05,0,-1.3097e-06,-0.00027117,0,,,0.00032809,0.00033145,0.008,0.0008,0.048003,1,1.74,5.294e-19,0,0.005
154.02,1.4969e-06,-0.00013027,0,,,,,-1.578e-07,-0.0002666,0,2.4528e-06,-8.339e-05,0,1.7142e-06,-0.00027249,0,,,0.00032761,0.00033142,0.008,0.0008,0.048005,1,1.76,5.294e-19,0,0.005
153.82,1.3612e-06,-0.00012958,0,,,,,2.8895e-07,-0.0002668,0,2.4331e-06,-8.3271e-05,0,1.3443e-06,-0.00027166,0,,,0.00032854,0.00033139,0.008,0.0008,0.048002,1,1.78,5.294e-19,0,0.005
153.63,-1.1948e-06,-0.00012776,0,,,,,5.6737e-07,-0.00026411,0,2.3975e-06,-8.3153e-05,0,-1.1685e-06,-0.00026713,0,,,0.0003291,0.00033136,0.008,0.0008,0.048002,1,1.8,5.294e-19,0,0.005
153.42,3.1993e-06,-0.00012786,0,,,,,5.3605e-08,-0.00026153,0,2.3851e-06,-8.3031e-05,0,3.3813e-06,-0.00026713,0,,,0.00032906,0.00033132,0.008,0.0008,0.048003,1,1.82,5.294e-19,0,0.005
153.22,-2.3169e-06,-0.00012682,0,,,,,-3.773e-06,-0.00026281,0,2.3475e-06,-8.2908e-05,0,-1.983e-06,-0.00026491,0,,,0.0003281,0.0003313,0.008,0.0008,0.048008,1,1.84,5.294e-19,0,0.005
153.01,2.2689e-06,-0.00012562,0,,,,,3.1586e-06,-0.00026358,0,2.3278e-06,-8.2785e-05,0,1.955e-06,-0.00026246,0,,,0.00032758,0.00033127,0.008,0.0008,0.048001,1,1.86,5.294e-19,0,0.005
152.8,2.8476e-06,-0.00012558,0,,,,,1.4558e-06,-0.0002643,0,2.3142e-06,-8.2656e-05,0,2.7753e-06,-0.00026359,0,,,0.00032882,0.00033124,0.008,0.0008,0.048006,1,1.88,5.294e-19,0,0.005
152.57,-6.3802e-07,-0.00012386,0,,,,,7.3467e-07,-0.00026028,0,2.2903e-06,-8.2525e-05,0,-4.8105e-07,-0.00025904,0,,,0.00032934,0.00033121,0.008,0.0008,0.048002,1,1.9,5.294e-19,0,0.005
152.35,9.7746e-07,-0.00012321,0,,,,,-1.9517e-08,-0.00025902,0,2.2716e-06,-8.2393e-05,0,9.6978e-07,-0.00025696,0,,,0.00032853,0.00033118,0.008,0.0008,0.048001,1,1.92,5.294e-19,0,0.005
152.12,-1.0452e-06,-0.000123,0,,,,,-3.1385e-06,-0.0002615,0,2.2495e-06,-8.226e-05,0,-7.7264e-07,-0.0002575,0,,,0.00032791,0.00033115,0.008,0.0008,0.048003,1,1.94,5.294e-19,0,0.005
151.9,-1.318e-06,-0.00012128,0,,,,,-1.4208e-07,-0.00026244,0,2.2248e-06,-8.2127e-05,0,-1.1063e-06,-0.00025364,0,,,0.00032825,0.00033113,0.008,0.0008,0.048001,1,1.96,5.294e-19,0,0.005
151.67,8.2438e-07,-0.00012136,0,,,,,-1.7875e-07,-0.00026104,0,2.2068e-06,-8.1994e-05,0,9.5774e-07,-0.00025364,0,,,0.00032914,0.0003311,0.008,0.0008,0.048001,1,1.98,5.294e-19,0,0.005
151.43,-9.0879e-07,-0.0001206,0,,,,,5.6844e-07,-0.00025788,0,2.1837e-06,-8.1858e-05,0,-1.1248e-06,-0.00025168,0,,,0.00032904,0.00033107,0.008,0.0008,0.048002,1,2,5.294e-19,0,0.005
151.2,4.5251e-07,-0.0001191,0,,,,,4.2135e-07,-0.00025728,0,2.1705e-06,-8.1722e-05,0,3.6358e-07,-0.00024786,0,,,0.00032836,0.00033105,0.008,0.0008,0.048001,1,2.02,5.294e-19,0,0.005
150.96,-3.2795e-07,-0.00011941,0,,,,,-2.8888e-06,-0.00025999,0,2.149e-06,-8.1585e-05,0,-3.0874e-08,-0.00024966,0,,,0.00032758,0.00033102,0.008,0.0008,0.048004,1,2.04,5.294e-19,0,0.005
150.73,-1.2475e-06,-0.00011801,0,,,,,-1.6e-06,-0.00026022,0,2.1217e-06,-8.1448e-05,0,-9.1673e-07,-0.00024612,0,,,0.00032833,0.000331,0.008,0.0008,0.048005,1,2.06,5.294e-19,0,0.005
150.49,2.3968e-07,-0.00011768,0,,,,,2.9799e-07,-0.00025949,0,2.1062e-06,-8.1314e-05,0,2.9026e-07,-0.00024431,0,,,0.00032878,0.00033098,0.008,0.0008,0.048003,1,2.08,5.294e-19,0,0.005
150.26,1.2094e-06,-0.00011739,0,,,,,1.4519e-06,-0.0002587,0,2.0769e-06,-8.118e-05,0,1.3361e-06,-0.00024459,0,,,0.00032875,0.00033095,0.008,0.0008,0.048001,1,2.1,5.294e-19,0,0.005
150.03,4.2481e-07,-0.00011576,0,,,,,-7.7639e-07,-0.00025645,0,2.06e-06,-8.1047e-05,0,2.8502e-07,-0.0002402,0,,,0.00032918,0.00033093,0.008,0.0008,0.048003,1,2.12,5.294e-19,0,0.005
149.8,-3.9943e-07,-0.00011602,0,,,,,1.517e-06,-0.00025751,0,2.0445e-06,-8.0914e-05,0,-2.9653e-07,-0.00024059,0,,,0.00032887,0.00033091,0.008,0.0008,0.048001,1,2.14,5.294e-19,0,0.005
